"68","17","8","5","98204.2","47711.6"
"68","17","5","5","231817.8","89768.2"
"68","17","9","5","86135.6","43265.4"
"68","17","6","5","197731.0","61030.4"
"68","17","7","5","173163.0","58296.6"
"68","17","10","5","155892.4","59702.2"
"68","17","11","5","101898.8","45925.8"
"68","17","12","5","90147.2","49152.8"
"68","17","13","5","175547.8","52590.4"
"68","17","14","5","97669.0","47862.0"
"68","18","5","5","53730.0","38517.2"
"68","18","6","5","116203.8","46407.6"
"68","18","8","5","206306.0","49816.8"
"68","18","7","5","248308.6","59005.8"
"68","18","9","5","156503.4","58738.4"
"68","18","10","5","169796.2","52686.8"
"68","18","11","5","107106.6","42337.6"
"68","18","12","5","53855.6","31308.2"
"68","18","13","5","98478.4","34801.4"
"68","18","14","5","59793.2","31245.2"
"68","19","5","5","286651.2","58857.6"
"68","19","9","5","69088.4","32478.8"
"68","19","7","5","214085.8","60378.2"
"68","19","6","5","257021.2","62401.8"
"68","19","8","5","197999.4","54631.2"
"68","19","11","5","86575.4","42737.8"
"68","19","12","5","17727.2","25411.6"
"68","19","10","5","134102.6","40292.0"
"68","19","13","5","90334.0","36717.0"
"68","19","14","5","82898.0","39024.2"
"68","20","6","5","146837.6","55788.2"
"68","20","7","5","140740.8","53539.8"
"68","20","9","5","104301.8","42291.6"
"68","20","5","5","236188.8","60926.0"
"68","20","8","5","209084.6","53178.0"
"68","20","13","5","29541.8","28005.4"
"68","20","11","5","164230.0","39835.0"
"68","20","10","5","199822.4","51983.0"
"68","20","12","5","94046.2","33348.0"
"68","20","14","5","67199.2","28905.4"
"68","21","7","5","116945.6","48285.4"
"68","21","9","5","51495.0","38407.4"
"68","21","8","5","182357.2","49936.8"
"68","21","5","5","239882.6","56841.2"
"68","21","6","5","202662.4","48224.0"
"68","21","10","5","80984.4","36575.4"
"68","21","13","5","80058.0","32095.2"
"68","21","11","5","114257.2","39736.2"
"68","21","14","5","66637.2","35231.6"
"68","21","12","5","114508.0","39113.2"
"68","22","5","5","208630.6","59091.6"
"68","22","7","5","123857.6","34966.4"
"68","22","6","5","217971.8","58211.2"
"68","22","9","5","258024.4","56338.0"
"68","22","8","5","282006.4","52125.2"
"68","22","10","5","136202.8","39038.0"
"68","22","11","5","9488.8","28483.0"
"68","22","13","5","45789.8","25896.0"
"68","22","12","5","93486.2","31558.8"
"68","22","14","5","92952.6","30411.2"
"68","23","5","5","141793.0","41501.8"
"68","23","7","5","103145.0","42360.2"
"68","23","8","5","130125.2","37442.2"
"68","23","6","5","420149.2","54992.6"
"68","23","9","5","176013.4","33063.0"
"68","23","12","5","20940.8","25466.2"
"68","23","10","5","204712.6","36488.0"
"68","23","13","5","35592.4","26703.8"
"68","23","11","5","113694.8","33424.4"
"68","23","14","5","51061.6","25085.8"
"68","24","5","5","137813.6","42236.2"
"68","24","7","5","106081.4","37894.6"
"68","24","6","5","219537.6","52142.8"
"68","24","8","5","187805.6","38746.8"
"68","24","9","5","68322.2","32758.8"
"68","24","11","5","119985.0","32927.8"
"68","24","10","5","155285.8","32622.8"
"68","24","13","5","38716.0","23237.2"
"68","24","12","5","77540.0","27909.0"
"68","24","14","5","61392.4","28357.8"
"68","25","5","5","230236.4","62307.8"
"68","25","6","5","146515.4","47708.6"
"68","25","8","5","222190.6","37239.2"
"68","25","7","5","309813.4","56148.6"
"68","25","9","5","376822.6","48090.6"
"68","25","10","5","124092.8","45034.6"
"68","25","11","5","136734.4","33583.0"
"68","25","13","5","83607.6","31055.0"
"68","25","12","5","179971.2","40890.0"
"68","25","14","5","33497.8","21630.0"
"68","26","5","5","279007.2","52193.4"
"68","26","6","5","230330.6","39463.8"
"68","26","7","5","104639.6","34308.2"
"68","26","9","5","94428.2","27816.4"
"68","26","8","5","240654.6","41279.6"
"68","26","11","5","168240.8","39325.0"
"68","26","10","5","272986.6","37922.6"
"68","26","12","5","266791.2","43582.6"
"68","26","13","5","196013.0","33780.2"
"68","26","14","5","165930.4","33079.4"
"68","27","7","5","99467.6","33995.4"
"68","27","6","5","253513.6","51206.4"
"68","27","8","5","174657.6","40524.4"
"68","27","9","5","163216.8","43739.8"
"68","27","5","5","471822.2","64523.8"
"68","27","10","5","248544.6","50115.6"
"68","27","11","5","37401.2","29392.6"
"68","27","13","5","91209.2","30357.6"
"68","27","12","5","159934.4","35978.4"
"68","27","14","5","105618.6","27372.2"
"68","28","5","5","180396.2","39906.6"
"68","28","6","5","321022.6","46669.2"
"68","28","7","5","194871.4","32625.4"
"68","28","8","5","212934.2","35129.0"
"68","28","9","5","309234.8","45291.8"
"68","28","10","5","210520.6","41374.0"
"68","28","11","5","251843.0","41514.2"
"68","28","14","5","99303.8","24819.0"
"68","28","12","5","198683.8","38005.2"
"68","28","13","5","81350.4","26569.8"
"68","29","5","5","246017.0","43787.4"
"68","29","7","5","160474.0","44688.2"
"68","29","6","5","242987.6","50149.4"
"68","29","9","5","199972.2","36873.4"
"68","29","8","5","224762.2","49275.6"
"68","29","11","5","86149.2","23445.2"
"68","29","10","5","145765.8","34691.2"
"68","29","12","5","114643.8","35867.2"
"68","29","13","5","51344.6","28365.2"
"68","29","14","5","58363.2","25157.2"
"68","30","6","5","182810.4","40781.4"
"68","30","7","5","296735.4","46801.0"
"68","30","8","5","152771.4","39328.4"
"68","30","9","5","144058.6","32497.8"
"68","30","5","5","455248.0","55270.6"
"68","30","10","5","96756.6","37172.4"
"68","30","11","5","186903.2","35880.2"
"68","30","12","5","69865.6","28810.2"
"68","30","13","5","94492.6","27979.0"
"68","30","14","5","94056.0","31322.0"
"68","31","6","5","157972.2","37030.8"
"68","31","7","5","100420.0","35537.4"
"68","31","5","5","384485.8","53078.0"
"68","31","8","5","162332.4","38240.2"
"68","31","10","5","48959.6","27945.8"
"68","31","9","5","253320.8","37545.4"
"68","31","11","5","42326.0","24177.0"
"68","31","13","5","101108.0","25055.4"
"68","31","12","5","229042.6","39782.8"
