"BEEF_production","BEEF_workers","BEEF_price","BEEF_volume","BEEF_outputInventory","BEEF_inputInventory","BEEF_shortages","FOOD_production","FOOD_workers","FOOD_price","FOOD_volume","FOOD_outputInventory","FOOD_inputInventory","FOOD_shortages"
"28","28","44","4","5175","400","false","4","4","97","4","4","403","false"
"28","29","44","4","5199","400","false","4","4","97","4","4","407","false"
"29","29","44","4","5224","400","false","4","4","97","4","4","411","false"
"29","29","44","4","5249","400","false","4","4","97","4","4","415","false"
"29","29","44","4","5274","400","false","4","4","97","4","4","419","false"
"29","29","44","4","5299","400","false","4","4","97","4","4","423","false"
"29","29","44","4","5324","400","false","4","4","97","4","4","427","false"
"29","29","44","4","5349","400","false","4","4","97","4","4","431","false"
"29","29","44","4","5374","400","false","4","5","97","4","4","435","false"
"29","29","44","4","5398","400","false","5","5","97","4","5","439","false"
"29","29","44","5","5421","400","false","6","5","96","4","6","444","false"
"29","29","44","6","5445","400","false","5","5","95","5","5","450","false"
"29","29","44","5","5469","400","false","5","5","95","6","4","456","false"
"29","29","44","5","5493","400","false","5","5","95","6","3","462","false"
"29","29","44","5","5517","400","false","5","5","96","6","3","467","false"
"29","29","44","5","5541","400","false","5","5","97","5","4","471","false"
"29","29","44","5","5565","400","false","5","5","96","4","4","476","false"
"29","29","44","5","5589","400","false","5","5","96","5","4","481","false"
"29","29","44","5","5613","400","false","5","5","97","5","5","485","false"
"29","29","44","5","5637","400","false","5","5","97","4","6","489","false"
"29","29","44","5","5661","400","false","5","5","96","4","6","494","false"
"29","29","44","5","5685","400","false","5","5","95","5","5","500","false"
"29","29","44","5","5709","400","false","5","5","96","6","5","505","false"
"29","29","44","5","5733","400","false","5","5","96","5","5","510","false"
"29","29","44","5","5757","400","false","5","5","96","5","5","515","false"
"29","29","43","5","5781","400","false","5","5","96","5","5","520","false"
"29","30","43","5","5805","400","false","5","5","96","5","5","525","false"
"30","30","43","5","5830","400","false","5","5","96","5","5","530","false"
"30","30","43","5","5855","400","false","5","5","96","5","5","535","false"
"30","30","43","5","5880","400","false","5","5","96","5","5","540","false"
